Code_ARP;Libelle_medicament;DCI_brute;Substance_texte;Substance_norm
ARP003459;Secuvit - B/30;SULFATE DE ZINC MONOHYDRATÉ 54,93MG / NITRATE DE THIAMINE OU VITAMINE B1 10MG / RIBOFLAVINE OU VITAMINE B2 10MG / PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG / CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG / ACIDE ASCORBIQUE OU VITAMINE C 150MG / ACIDE FOLIQUE OU VITAMINE B9 1MG / NICOTINAMIDE OU VITAMINE PP 50MG / CALCIUM PANTOTHÉNATE 12,50MG;SULFATE DE ZINC MONOHYDRATÉ 54,93MG;SULFATE DE ZINC MONOHYDRATE 54,93MG
ARP003459;Secuvit - B/30;SULFATE DE ZINC MONOHYDRATÉ 54,93MG / NITRATE DE THIAMINE OU VITAMINE B1 10MG / RIBOFLAVINE OU VITAMINE B2 10MG / PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG / CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG / ACIDE ASCORBIQUE OU VITAMINE C 150MG / ACIDE FOLIQUE OU VITAMINE B9 1MG / NICOTINAMIDE OU VITAMINE PP 50MG / CALCIUM PANTOTHÉNATE 12,50MG;NITRATE DE THIAMINE OU VITAMINE B1 10MG;NITRATE DE THIAMINE OU VITAMINE B1 10MG
ARP003459;Secuvit - B/30;SULFATE DE ZINC MONOHYDRATÉ 54,93MG / NITRATE DE THIAMINE OU VITAMINE B1 10MG / RIBOFLAVINE OU VITAMINE B2 10MG / PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG / CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG / ACIDE ASCORBIQUE OU VITAMINE C 150MG / ACIDE FOLIQUE OU VITAMINE B9 1MG / NICOTINAMIDE OU VITAMINE PP 50MG / CALCIUM PANTOTHÉNATE 12,50MG;RIBOFLAVINE OU VITAMINE B2 10MG;RIBOFLAVINE OU VITAMINE B2 10MG
ARP003459;Secuvit - B/30;SULFATE DE ZINC MONOHYDRATÉ 54,93MG / NITRATE DE THIAMINE OU VITAMINE B1 10MG / RIBOFLAVINE OU VITAMINE B2 10MG / PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG / CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG / ACIDE ASCORBIQUE OU VITAMINE C 150MG / ACIDE FOLIQUE OU VITAMINE B9 1MG / NICOTINAMIDE OU VITAMINE PP 50MG / CALCIUM PANTOTHÉNATE 12,50MG;PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG;PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG
ARP003459;Secuvit - B/30;SULFATE DE ZINC MONOHYDRATÉ 54,93MG / NITRATE DE THIAMINE OU VITAMINE B1 10MG / RIBOFLAVINE OU VITAMINE B2 10MG / PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG / CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG / ACIDE ASCORBIQUE OU VITAMINE C 150MG / ACIDE FOLIQUE OU VITAMINE B9 1MG / NICOTINAMIDE OU VITAMINE PP 50MG / CALCIUM PANTOTHÉNATE 12,50MG;CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG;CYANOCOBALAMINE OU VITAMINE B12 PELLICULE 15MG
ARP003459;Secuvit - B/30;SULFATE DE ZINC MONOHYDRATÉ 54,93MG / NITRATE DE THIAMINE OU VITAMINE B1 10MG / RIBOFLAVINE OU VITAMINE B2 10MG / PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG / CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG / ACIDE ASCORBIQUE OU VITAMINE C 150MG / ACIDE FOLIQUE OU VITAMINE B9 1MG / NICOTINAMIDE OU VITAMINE PP 50MG / CALCIUM PANTOTHÉNATE 12,50MG;ACIDE ASCORBIQUE OU VITAMINE C 150MG;ACIDE ASCORBIQUE OU VITAMINE C 150MG
ARP003459;Secuvit - B/30;SULFATE DE ZINC MONOHYDRATÉ 54,93MG / NITRATE DE THIAMINE OU VITAMINE B1 10MG / RIBOFLAVINE OU VITAMINE B2 10MG / PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG / CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG / ACIDE ASCORBIQUE OU VITAMINE C 150MG / ACIDE FOLIQUE OU VITAMINE B9 1MG / NICOTINAMIDE OU VITAMINE PP 50MG / CALCIUM PANTOTHÉNATE 12,50MG;ACIDE FOLIQUE OU VITAMINE B9 1MG;ACIDE FOLIQUE OU VITAMINE B9 1MG
ARP003459;Secuvit - B/30;SULFATE DE ZINC MONOHYDRATÉ 54,93MG / NITRATE DE THIAMINE OU VITAMINE B1 10MG / RIBOFLAVINE OU VITAMINE B2 10MG / PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG / CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG / ACIDE ASCORBIQUE OU VITAMINE C 150MG / ACIDE FOLIQUE OU VITAMINE B9 1MG / NICOTINAMIDE OU VITAMINE PP 50MG / CALCIUM PANTOTHÉNATE 12,50MG;NICOTINAMIDE OU VITAMINE PP 50MG;NICOTINAMIDE OU VITAMINE PP 50MG
ARP003459;Secuvit - B/30;SULFATE DE ZINC MONOHYDRATÉ 54,93MG / NITRATE DE THIAMINE OU VITAMINE B1 10MG / RIBOFLAVINE OU VITAMINE B2 10MG / PYRIDOXINE CHLORYDRATE OU VITAMINE B6 3MG / CYANOCOBALAMINE OU VITAMINE B12 PELLICULÉ 15MG / ACIDE ASCORBIQUE OU VITAMINE C 150MG / ACIDE FOLIQUE OU VITAMINE B9 1MG / NICOTINAMIDE OU VITAMINE PP 50MG / CALCIUM PANTOTHÉNATE 12,50MG;CALCIUM PANTOTHÉNATE 12,50MG;CALCIUM PANTOTHENATE 12,50MG
ARP003013;Panderm - T/15g;OFLOXACIN/ORNIDAZOLE/TERBINAFINE HYDROCHLORIDE/CLOBETASOL PROPINATE;TERBINAFINE HYDROCHLORIDE;TERBINAFINE HYDROCHLORIDE
ARP001269;Diantalex - T/30mg;DICLOFENAC SODIQUE/ HUILE DE LINBP/MENTHOL BP / SALICYLATE DE METHYLE BP;HUILE DE LINBP;HUILE DE LINBP
ARP001269;Diantalex - T/30mg;DICLOFENAC SODIQUE/ HUILE DE LINBP/MENTHOL BP / SALICYLATE DE METHYLE BP;MENTHOL BP;MENTHOL BP
ARP001038;Clozox - B/10;SHAIGAN PHARMACEUTICALS;SHAIGAN PHARMACEUTICALS;SHAIGAN PHARMACEUTICALS
ARP004031;zeflet - B/10;CEFIXINE;CEFIXINE;CEFIXINE
ARP001029;Cefixime - B/10;CÉFIXIME;CÉFIXIME;CEFIXIME
ARP001037;Cloprine - B/30;CLOPIDOGREL/ASPIRINE USP;ASPIRINE USP;ASPIRINE USP
ARP001030;Cefixime SP - Fl/60ml;CÉFIXIME;CÉFIXIME;CEFIXIME
ARP002733;Otorex - Fl/10ml;PARADICHLOROBENZÈNE / BENZOCAÏNE / CHLORBUTANOL / TURPENTINE OIL;PARADICHLOROBENZÈNE;PARADICHLOROBENZENE
ARP002733;Otorex - Fl/10ml;PARADICHLOROBENZÈNE / BENZOCAÏNE / CHLORBUTANOL / TURPENTINE OIL;CHLORBUTANOL;CHLORBUTANOL
ARP002733;Otorex - Fl/10ml;PARADICHLOROBENZÈNE / BENZOCAÏNE / CHLORBUTANOL / TURPENTINE OIL;TURPENTINE OIL;TURPENTINE OIL
ARP001033;Clavadec - B/1;AMOXICILLINE / POTASSIUM CLAVUNIQUE;POTASSIUM CLAVUNIQUE;POTASSIUM CLAVUNIQUE
ARP001033;Clavadec - B/16;AMOXICILLINE / POTASSIUM CLAVUNIQUE;POTASSIUM CLAVUNIQUE;POTASSIUM CLAVUNIQUE
ARP001033;Clavadec - Fl/60ml;AMOXICILLINE / POTASSIUM CLAVUNIQUE;POTASSIUM CLAVUNIQUE;POTASSIUM CLAVUNIQUE
ARP003019;Picot nutrition quotidienne - Pot / 400 g;nan;nan;NAN
ARP001267;Descovy - B/30;EMTRICITABINE/FUMARATE DE TÉNOFIVIR;FUMARATE DE TÉNOFIVIR;FUMARATE DE TENOFIVIR
ARP001315;ELeva Plus - B/1;CEFOPERAZONE/SULBACTAM;CEFOPERAZONE;CEFOPERAZONE
ARP001766;Gensyl spray - flacon 30ml;ECHINACEA AUGUSTIFOLIA / ECHINACEA PURPUREA / SAUGE (SALVIA OFFICINALIS / THYM ROUGE (THYMUS VULGARIS) / COMOMILLE (MATRICARIA) / PROPOLIS D’ABEILLE / MENTHOL / HUILE ESSENTIELLE DE GIROFLE / GLYCÉRINE VÉGÉTALE;ECHINACEA AUGUSTIFOLIA;ECHINACEA AUGUSTIFOLIA
ARP001766;Gensyl spray - flacon 30ml;ECHINACEA AUGUSTIFOLIA / ECHINACEA PURPUREA / SAUGE (SALVIA OFFICINALIS / THYM ROUGE (THYMUS VULGARIS) / COMOMILLE (MATRICARIA) / PROPOLIS D’ABEILLE / MENTHOL / HUILE ESSENTIELLE DE GIROFLE / GLYCÉRINE VÉGÉTALE;ECHINACEA PURPUREA;ECHINACEA PURPUREA
ARP001766;Gensyl spray - flacon 30ml;ECHINACEA AUGUSTIFOLIA / ECHINACEA PURPUREA / SAUGE (SALVIA OFFICINALIS / THYM ROUGE (THYMUS VULGARIS) / COMOMILLE (MATRICARIA) / PROPOLIS D’ABEILLE / MENTHOL / HUILE ESSENTIELLE DE GIROFLE / GLYCÉRINE VÉGÉTALE;SAUGE (SALVIA OFFICINALIS;SAUGE (SALVIA OFFICINALIS
ARP001766;Gensyl spray - flacon 30ml;ECHINACEA AUGUSTIFOLIA / ECHINACEA PURPUREA / SAUGE (SALVIA OFFICINALIS / THYM ROUGE (THYMUS VULGARIS) / COMOMILLE (MATRICARIA) / PROPOLIS D’ABEILLE / MENTHOL / HUILE ESSENTIELLE DE GIROFLE / GLYCÉRINE VÉGÉTALE;THYM ROUGE (THYMUS VULGARIS);THYM ROUGE (THYMUS VULGARIS)
ARP001766;Gensyl spray - flacon 30ml;ECHINACEA AUGUSTIFOLIA / ECHINACEA PURPUREA / SAUGE (SALVIA OFFICINALIS / THYM ROUGE (THYMUS VULGARIS) / COMOMILLE (MATRICARIA) / PROPOLIS D’ABEILLE / MENTHOL / HUILE ESSENTIELLE DE GIROFLE / GLYCÉRINE VÉGÉTALE;COMOMILLE (MATRICARIA);COMOMILLE (MATRICARIA)
ARP001766;Gensyl spray - flacon 30ml;ECHINACEA AUGUSTIFOLIA / ECHINACEA PURPUREA / SAUGE (SALVIA OFFICINALIS / THYM ROUGE (THYMUS VULGARIS) / COMOMILLE (MATRICARIA) / PROPOLIS D’ABEILLE / MENTHOL / HUILE ESSENTIELLE DE GIROFLE / GLYCÉRINE VÉGÉTALE;PROPOLIS D’ABEILLE;PROPOLIS D’ABEILLE
ARP001766;Gensyl spray - flacon 30ml;ECHINACEA AUGUSTIFOLIA / ECHINACEA PURPUREA / SAUGE (SALVIA OFFICINALIS / THYM ROUGE (THYMUS VULGARIS) / COMOMILLE (MATRICARIA) / PROPOLIS D’ABEILLE / MENTHOL / HUILE ESSENTIELLE DE GIROFLE / GLYCÉRINE VÉGÉTALE;MENTHOL;MENTHOL
ARP001766;Gensyl spray - flacon 30ml;ECHINACEA AUGUSTIFOLIA / ECHINACEA PURPUREA / SAUGE (SALVIA OFFICINALIS / THYM ROUGE (THYMUS VULGARIS) / COMOMILLE (MATRICARIA) / PROPOLIS D’ABEILLE / MENTHOL / HUILE ESSENTIELLE DE GIROFLE / GLYCÉRINE VÉGÉTALE;GLYCÉRINE VÉGÉTALE;GLYCERINE VEGETALE
ARP002612;Neurodol - tube de 30g;DICLOFÉNAC DIÉTHYLAMINE/ EQ. À DICLOFÉNAC SODIUM/ HUILE DE LIN/ SALICYLATE DE MÉTHYLE/ MENTOL/ ALCOOL BENZYLIQUE;EQ. À DICLOFÉNAC SODIUM;EQ. A DICLOFENAC SODIUM
ARP002612;Neurodol - tube de 30g;DICLOFÉNAC DIÉTHYLAMINE/ EQ. À DICLOFÉNAC SODIUM/ HUILE DE LIN/ SALICYLATE DE MÉTHYLE/ MENTOL/ ALCOOL BENZYLIQUE;HUILE DE LIN;HUILE DE LIN
ARP002612;Neurodol - tube de 30g;DICLOFÉNAC DIÉTHYLAMINE/ EQ. À DICLOFÉNAC SODIUM/ HUILE DE LIN/ SALICYLATE DE MÉTHYLE/ MENTOL/ ALCOOL BENZYLIQUE;MENTOL;MENTOL
ARP003020;Pintallin - Fl/120ml;AMINOPHYLLINE/DIPHENHYDRAMINE/CHLORURE D’AMONIUM/MENTHOL;DIPHENHYDRAMINE;DIPHENHYDRAMINE
ARP003020;Pintallin - Fl/120ml;AMINOPHYLLINE/DIPHENHYDRAMINE/CHLORURE D’AMONIUM/MENTHOL;MENTHOL;MENTHOL
ARP001421;Eleva Plus - B/1;CEFOPERAZONE/SULBACTAM;CEFOPERAZONE;CEFOPERAZONE
ARP002605;Nepafen - Fl/5ml;NEPAFENAC;NEPAFENAC;NEPAFENAC
ARP002030;Kilxime - B/8;CÉFIXIME;CÉFIXIME;CEFIXIME
ARP002440;Medigesic - B/30;PARACÉTAMOL/CITRATE D’ORPHANADRINE/CAFÉINE;CITRATE D’ORPHANADRINE;CITRATE D’ORPHANADRINE
ARP003463;Somnia - B/20;ZOLPIDEM;ZOLPIDEM;ZOLPIDEM
ARP000428;Aminocal - B/30;CALCIUM/MAGNÉSIUM/ZINC SULFATE MONOHYDRATE;CALCIUM;CALCIUM
ARP002217;Livozed solution injectable - flacon de 100 ml;LEVOFLOXACINE / GLUCOSE ANHYDRE/ EAU PURIFIÉE;EAU PURIFIÉE;EAU PURIFIEE
ARP000633;Biofol-B - B/30;CALCIUM-L-MÉTHYLFOLATE/CHLORHYDRATE DE PYRIDOXINE(VITAMINE B6);CALCIUM-L-MÉTHYLFOLATE;CALCIUM L METHYLFOLATE
ARP003195;Roplex-S - Ampoule B/5;SACCHAROSE DE FER;SACCHAROSE DE FER;SACCHAROSE DE FER
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;ADHATODA VASICA;ADHATODA VASICA
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;CORDIA LATIFOLIA;CORDIA LATIFOLIA
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;ALTHEA OFFICINALIS;ALTHEA OFFICINALIS
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;ZIZPLUS XYLOPYRUS;ZIZPLUS XYLOPYRUS
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;BORAGO OFFICINALIS;BORAGO OFFICINALIS
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;PIPER LONGUM;PIPER LONGUM
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;GLYCYRRHIZA GLABRA;GLYCYRRHIZA GLABRA
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;ROSMRINUS OFFICIALIS;ROSMRINUS OFFICIALIS
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;ALPINIA GALANGA;ALPINIA GALANGA
ARP003724;Tosril - flacon de 120 ml;ADHATODA VASICA/ CORDIA LATIFOLIA/ ALTHEA OFFICINALIS/ ZIZPLUS XYLOPYRUS/ BORAGO OFFICINALIS/ PIPER LONGUM/ GLYCYRRHIZA GLABRA/ ROSMRINUS OFFICIALIS/ ALPINIA GALANGA/ VIOLA ARVENSIS;VIOLA ARVENSIS;VIOLA ARVENSIS
ARP001031;Chymorex - B/30;TRYPSINE/CHYMOTRYPSINE;CHYMOTRYPSINE;CHYMOTRYPSINE
ARP004028;litacold gargarisme - f/l100ml;POVIDONE-IODÉE, ETHANOL;POVIDONE-IODÉE, ETHANOL;POVIDONE IODEE, ETHANOL
ARP001763;Gensil - T/25g;GAULTHERIA PROCUMBENS/MENTHA PIPERITA/BOSWELIA SERAATA/PINUS ROXBURGUII/EUCALYPTUS GLOBULUS;GAULTHERIA PROCUMBENS;GAULTHERIA PROCUMBENS
ARP001763;Gensil - T/25g;GAULTHERIA PROCUMBENS/MENTHA PIPERITA/BOSWELIA SERAATA/PINUS ROXBURGUII/EUCALYPTUS GLOBULUS;MENTHA PIPERITA;MENTHA PIPERITA
ARP001763;Gensil - T/25g;GAULTHERIA PROCUMBENS/MENTHA PIPERITA/BOSWELIA SERAATA/PINUS ROXBURGUII/EUCALYPTUS GLOBULUS;BOSWELIA SERAATA;BOSWELIA SERAATA
ARP001763;Gensil - T/25g;GAULTHERIA PROCUMBENS/MENTHA PIPERITA/BOSWELIA SERAATA/PINUS ROXBURGUII/EUCALYPTUS GLOBULUS;PINUS ROXBURGUII;PINUS ROXBURGUII
ARP001763;Gensil - T/25g;GAULTHERIA PROCUMBENS/MENTHA PIPERITA/BOSWELIA SERAATA/PINUS ROXBURGUII/EUCALYPTUS GLOBULUS;EUCALYPTUS GLOBULUS;EUCALYPTUS GLOBULUS
ARP003469;Sunex - fl/1;ARTÉSUNATE;ARTÉSUNATE;ARTESUNATE
ARP001764;Gensil constipation - B/30 pochette de 20;HYDROYANTHRACÈNE GLYCOSIDE;HYDROYANTHRACÈNE GLYCOSIDE;HYDROYANTHRACENE GLYCOSIDE
ARP003022;Polgen 1 lait infantile - pot de 400 mg;LACTOSÉRUM;LACTOSÉRUM;LACTOSERUM
ARP003024;Polgen 3 lait infantile - pot de 400 mg;LACTOSÉRUM;LACTOSÉRUM;LACTOSERUM
ARP000423;Acryptega - B/30;DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR;TENOFOVIR;TENOFOVIR
ARP002218;Lubrinex - flacon de 10 ml;HYPROMELLOSE/ NITRATE DE PHÉNYLMERCURIQUE;NITRATE DE PHÉNYLMERCURIQUE;NITRATE DE PHENYLMERCURIQUE
ARP002616;Neutrosec - flacon de 200 ml;MÉTHIONINE/CHOLINE/VITAMINE;CHOLINE;CHOLINE
ARP002614;Neutrocold - fl/10 ml;OXYMÉTAZOLINE HYDROCHLORIDE;OXYMÉTAZOLINE HYDROCHLORIDE;OXYMETAZOLINE HYDROCHLORIDE
ARP003023;Polgen 2 lait infantile - pot de 400 mg;LACTOSÉRUM;LACTOSÉRUM;LACTOSERUM
ARP003025;Polgen 4 lait infantile - pot de 400 mg;LACTOSÉRUM, LAIT ÉCRÉMÉ, HUILE DE TOURNSOL À TAUX ÉLEVÉ EN ACIDE OLÉIQUE;LACTOSÉRUM, LAIT ÉCRÉMÉ, HUILE DE TOURNSOL À TAUX ÉLEVÉ EN ACIDE OLÉIQUE;LACTOSERUM, LAIT ECREME, HUILE DE TOURNSOL A TAUX ELEVE EN ACIDE OLEIQUE
ARP001028;Calgen-bébé - flacon de 200 ml;CARBONATE DE CALCIUM/MAGNÉSIUM ÉLÉMENTAIRE/ ZINC ÉLÉMENTAIRE/ VITAMINE D3/ VITAMINE K/ MANGANÈSE;MAGNÉSIUM ÉLÉMENTAIRE;MAGNESIUM ELEMENTAIRE
ARP001028;Calgen-bébé - flacon de 200 ml;CARBONATE DE CALCIUM/MAGNÉSIUM ÉLÉMENTAIRE/ ZINC ÉLÉMENTAIRE/ VITAMINE D3/ VITAMINE K/ MANGANÈSE;ZINC ÉLÉMENTAIRE;ZINC ELEMENTAIRE
ARP001765;Gensil lactation - poudre ganulé B/200;ASPARAGUS RACEMOSUS/ TRIBULUS TERRESTRIS/ FOENICULUM VULGARE/CUMINUM CYMINUM/ANETHUM SOWA/ PUERARIA TUBEROSA/ LEIDIUM SATIVUM/ TRIGONELLA FOENUM-GRAECUM;ASPARAGUS RACEMOSUS;ASPARAGUS RACEMOSUS
ARP001765;Gensil lactation - poudre ganulé B/200;ASPARAGUS RACEMOSUS/ TRIBULUS TERRESTRIS/ FOENICULUM VULGARE/CUMINUM CYMINUM/ANETHUM SOWA/ PUERARIA TUBEROSA/ LEIDIUM SATIVUM/ TRIGONELLA FOENUM-GRAECUM;TRIBULUS TERRESTRIS;TRIBULUS TERRESTRIS
ARP001765;Gensil lactation - poudre ganulé B/200;ASPARAGUS RACEMOSUS/ TRIBULUS TERRESTRIS/ FOENICULUM VULGARE/CUMINUM CYMINUM/ANETHUM SOWA/ PUERARIA TUBEROSA/ LEIDIUM SATIVUM/ TRIGONELLA FOENUM-GRAECUM;FOENICULUM VULGARE;FOENICULUM VULGARE
ARP001765;Gensil lactation - poudre ganulé B/200;ASPARAGUS RACEMOSUS/ TRIBULUS TERRESTRIS/ FOENICULUM VULGARE/CUMINUM CYMINUM/ANETHUM SOWA/ PUERARIA TUBEROSA/ LEIDIUM SATIVUM/ TRIGONELLA FOENUM-GRAECUM;CUMINUM CYMINUM;CUMINUM CYMINUM
ARP001765;Gensil lactation - poudre ganulé B/200;ASPARAGUS RACEMOSUS/ TRIBULUS TERRESTRIS/ FOENICULUM VULGARE/CUMINUM CYMINUM/ANETHUM SOWA/ PUERARIA TUBEROSA/ LEIDIUM SATIVUM/ TRIGONELLA FOENUM-GRAECUM;ANETHUM SOWA;ANETHUM SOWA
ARP001765;Gensil lactation - poudre ganulé B/200;ASPARAGUS RACEMOSUS/ TRIBULUS TERRESTRIS/ FOENICULUM VULGARE/CUMINUM CYMINUM/ANETHUM SOWA/ PUERARIA TUBEROSA/ LEIDIUM SATIVUM/ TRIGONELLA FOENUM-GRAECUM;PUERARIA TUBEROSA;PUERARIA TUBEROSA
ARP001765;Gensil lactation - poudre ganulé B/200;ASPARAGUS RACEMOSUS/ TRIBULUS TERRESTRIS/ FOENICULUM VULGARE/CUMINUM CYMINUM/ANETHUM SOWA/ PUERARIA TUBEROSA/ LEIDIUM SATIVUM/ TRIGONELLA FOENUM-GRAECUM;LEIDIUM SATIVUM;LEIDIUM SATIVUM
ARP001765;Gensil lactation - poudre ganulé B/200;ASPARAGUS RACEMOSUS/ TRIBULUS TERRESTRIS/ FOENICULUM VULGARE/CUMINUM CYMINUM/ANETHUM SOWA/ PUERARIA TUBEROSA/ LEIDIUM SATIVUM/ TRIGONELLA FOENUM-GRAECUM;TRIGONELLA FOENUM-GRAECUM;TRIGONELLA FOENUM GRAECUM
ARP003963;ZEFLET - B/10;CEFIXIME;CEFIXIME;CEFIXIME
ARP002446;Morking - B/30;DOXYLAMINE / PYRIDOXINE;DOXYLAMINE;DOXYLAMINE
ARP001268;Desyrel - B/30;CHLORHYDRATE DE CYPROHEPTADINE/ PEPTONE/ CHLORHYDRATE DE LYSINE BP;PEPTONE;PEPTONE
ARP003963;ZEFLET - flacon 30 ml;CEFIXIME;CEFIXIME;CEFIXIME
ARP004022;Zimfil ODS - Boite/4;TALADAFIL;TALADAFIL;TALADAFIL
ARP000764;CETRIPINN - B/10;CETRIZINE;CETRIZINE;CETRIZINE
ARP003009;PYRANTOX - FLACON/15 ml;PYRANTEL;PYRANTEL;PYRANTEL
ARP002903;PLASMOCUR - B/8;DIHYDROARTEMISININE / PHOSPHATE DE PIPERAQUINE;DIHYDROARTEMISININE;DIHYDROARTEMISININE
ARP003384;STERIMAR NEZ BOUCHE BB - FLACON/50 ml;SOLUTION EAU DE MER HYPERTONIQUE;SOLUTION EAU DE MER HYPERTONIQUE;SOLUTION EAU DE MER HYPERTONIQUE
ARP001065;DARTE-Q - B/16;DIHYDROARTEMISININE / PHOSPHATE DE PIPERAQUINE;DIHYDROARTEMISININE;DIHYDROARTEMISININE
ARP003004;PYODINE - TUBE/20 G;IODE DE POVIDONE;IODE DE POVIDONE;IODE DE POVIDONE
ARP001971;JUVAMINE - B/10;GELEE ROYALE / GINGEMBRE / GINSENG / GUARANA;GELEE ROYALE;GELEE ROYALE
ARP001971;JUVAMINE - B/10;GELEE ROYALE / GINGEMBRE / GINSENG / GUARANA;GINGEMBRE;GINGEMBRE
ARP001971;JUVAMINE - B/10;GELEE ROYALE / GINGEMBRE / GINSENG / GUARANA;GINSENG;GINSENG
ARP001971;JUVAMINE - B/10;GELEE ROYALE / GINGEMBRE / GINSENG / GUARANA;GUARANA;GUARANA
ARP003004;PYODINE - FLACON/450 ml;IODE DE POVIDONE;IODE DE POVIDONE;IODE DE POVIDONE
ARP002903;PLASMOCUR - B/16;DIHYDROARTEMISININE / PHOSPHATE DE PIPERAQUINE;DIHYDROARTEMISININE;DIHYDROARTEMISININE
ARP001075;DEFAL - B/20;DEFLAZACORT;DEFLAZACORT;DEFLAZACORT
ARP001454;FEMIGESTON - B/10;PROGESTERONE NATURELLE MICRONISEE;PROGESTERONE NATURELLE MICRONISEE;PROGESTERONE NATURELLE MICRONISEE
ARP001543;FLUDOL DM - FLACON/120 ml;CHLORPHENIRAMINE MALEATE / HYDROBROMIDE DE DEXTROMETHORPHANE / PHENYLEPHRINE HYDROCHLORIDE;PHENYLEPHRINE HYDROCHLORIDE;PHENYLEPHRINE HYDROCHLORIDE
ARP002208;LYSOFLAM - TUBE/30 G;DICLOFENAC DIETHYLAMINE / HUILE DE LIN / MENTHOL / SALICYLATE DE METHYLE;HUILE DE LIN;HUILE DE LIN
ARP002208;LYSOFLAM - TUBE/30 G;DICLOFENAC DIETHYLAMINE / HUILE DE LIN / MENTHOL / SALICYLATE DE METHYLE;MENTHOL;MENTHOL
