Code_ARP;Libelle_medicament
ARP003525;TELMILO - B/30
ARP000502;BENDEX - B/1
ARP003391;STOPALGIC - FL/100 ml
ARP000520;BETADINE ALCOOLIQUE - FLACON/125 ml
ARP000407;AZITHRO - B/3
ARP003381;STERIMAR - FL/50 ml
ARP003383;STERIMAR NEZ BOUCHE - FL/50 ml
ARP000324;ARTEVINCC - nan
ARP003134;RIFIXINE - B/12
ARP000198;AMOXICILLINE - B/100
ARP000805;CIDINE - BOITE/50
ARP000188;AMLOVINCC - B/30
ARP000068;AFRIDIPINE - B/30
ARP000057;ADVERIN - B/10
ARP003504;TAXIM- O - B/10
ARP000055;ADOXIN - B/10
ARP000051;ADILPARA - B/10
ARP003688;TRIVERAM - B/30
ARP000050;ADFERLIC - B/10
ARP001498;FLATORIL - B/45
ARP000026;ACIDE FOLIQUE - B/100
ARP000478;BACTOZOL - BOITE/10
ARP001949;IVEFERAN - B/5
ARP000329;ARTXON - B/1
ARP003327;SOTADINE - FL/100 ml
ARP003327;SOTADINE - B/15
ARP000552;BIMODEX - POT/10G
ARP003247;SELEPIME - B/1
ARP000965;COSTILEX - B/15 SACHETS
ARP003811;VENLAFAXINE ARROW LP - B/50
ARP003206;SALBUTAMOL ARROW - B/60
ARP003786;VALACICLOVIR ARROW - B/10
ARP001353;ERBITUX - FLACON/100 ml
ARP002954;PRILIGY - B/3
ARP003915;XARELTO - BOITE/28
ARP003648;TRAUSAN - B/10
ARP002954;PRILIGY - B/6
ARP003315;SOLIFENACINE ARROW - B/30
ARP002070;LARITEM - BOITE/24
ARP003268;SERTRALINE ARROW LAB - B/7
ARP003252;SEPIDYL - T/10 G
ARP000267;APDYL H - FLACON/100 ml
ARP003050;RAMIPRIL - B/30
ARP003008;PYRANTEL-GH - B/3
ARP002646;OKTARIN - T/20 G
ARP002695;ORIXO - B/10
ARP002647;OLANZAPINE ARROW - B/28
ARP000163;AMIBAZOL - FLACON/100 ml
ARP003691;TROMETH - B/5
ARP003166;ROPIVER - BOITE/1
ARP002534;NICOPENEM - B/1
ARP001103;DESLOCREAT - B/10
ARP002476;NEBIVOLOL ARROW - B/90
ARP002375;MIRTAZAPINE ARROW - B/30
ARP002147;LITACOLD RHUME/GRIPPE - BOITE/24
ARP002322;METHYL DOPA GH - B/30
ARP001705;GLUCOVANCE - BOITE/30
ARP001025;CYVAX - FLACON/120 DOSES
ARP002297;MEQUI GH - FL/60 ml
ARP002838;PENTASA - BOITE/60
ARP001775;HAEM UP GEMS - BOITE/30
ARP000509;BEPANTHEN - TUBE/100 G
ARP002959;PRINCI B - BOITE/90
ARP002983;PROKEFEN - B/30
ARP001048;DACMED - BOITE/1
ARP000819;CIPRODAC - B/10
ARP002772;PANTONEX DR - BOITE/30
ARP003453;SYNTOCINON - B/3
ARP003348;SPIRONOLACTONE ARROW - B/30
ARP003391;STOPALGIC - B/400
ARP001647;GENEM - BOITE/1
ARP002563;NORMIX - BOITE/12
ARP000518;BETACLOX - BOITE/12
ARP002464;NASO GH - FLACON/10 ml
ARP002361;MIFLASONE - B/1
ARP003688;TRIVERAM - BOITE/30
ARP003520;TELI H - B/30
;nan - nan
ARP002459;NALGESIC - BOITE/12
ARP002381;MOBITIL - BOITE/10
ARP000900;CO-TAREG - B/28
ARP001373;ESCITALOPRAM ARROW LAB - B/28
ARP001255;DUTASTERIDE/TAMSULOSINE ARROW - B/30
ARP003880;VITAPRED - B/20
ARP002112;LEVOMEP GH - B/20
ARP003045;RACIPER - BOITE/14
ARP002097;LEUTRIEN - BOITE/30
ARP001895;INDOMET GH - FL/5 ml
ARP002344;METRONIDAZOLE UBI - BOITE/1000
ARP003401;SUCCINATE SODIQUE D’HYDROCORTISONE - FL/7,5 ml
ARP001407;EVITOP - BOITE/3
ARP001839;HYDROCHLOROTHIAZIDE ARROW - B/90
ARP001782;HALOPERIDONE GH - FL/30 ml
ARP000848;CLARISCAN - FLACON/15 ml
ARP001329;ENEBRA - B/30
ARP001753;GYNO OKTARIN - T/20 G
ARP001690;GLIZAR MR - B/30
ARP003161;ROIPAR PLUS - BOITE/16
ARP001101;DESCOVY - B/30
ARP001471;FEROXYDE B9 - FL/150 ml
ARP002468;NATECAL - BOITE/60
ARP000107;ALGIBREX - B/20
ARP001213;DOMPA-V - B/50
ARP001100;DESARROL - FL/200 ml
ARP002895;PIPRAM FORT - BOITE/10
ARP001061;DAKORIN - 2%
ARP000694;CAVIRA - B/30
ARP003381;STERIMAR - FLACON/50 ml
ARP000295;ARIPIPRAZOLE - FL/150 ml
ARP001746;GVIA - B/28
ARP000714;CEFIXIRAP - FL/40ml
ARP002803;PARAMAX - B/10
ARP000201;AMOXICILLINE ARROW LAB - B/30
ARP000109;ALGINATE DE SODIUM/BICARBONATE DE SODIUM ARROW - B/24 SACHETS
ARP002724;OXYNORM - B/56
ARP003967;ZEPOTIL - B/10
ARP002737;O’MAX ZINC - B/2 SACHETS ET 10 COMPRIMES
ARP002635;OFLOMAX - B/10
ARP001648;GENES VIT JUNIOR - BOITE/10
ARP000003;9948 BIS - B/10
ARP001854;HYTACAND - nan
ARP000095;ALERBIX - B/20
ARP000095;ALERBIX - FL/120 ml
ARP003311;SOLEXIM - B/10
ARP002234;MAGNESIUM TRISILICATE - B/100
ARP002182;LOSARMAX - B/30
ARP003311;SOLEXIM - FL/60 ml
ARP001932;IPPROTON - B/28
ARP001867;IBUPROFENE - B/100
ARP000034;ACTEMRA - B/1
ARP001742;GUAMEN - FL/200 ml
ARP000131;ALOXIA - BOITE/10
ARP000053;ADNA MENTHE - FL/250 ml
ARP000054;ADNA ORANGE MENTHE - FL/250 ml
ARP001792;HEMAFER - BOITE/30
ARP001779;HALOPARA - B/8
ARP002019;KINAFON - BOITE/30
ARP002021;KINAL CODEINE - BOITE/3 BLISTER DE 6
ARP002382;MOGININ - B/4
ARP000024;ACIDE ALENDRONIQUE ARROW LAB - B/4
ARP003322;SOMAZINA - FLACON/4 ml
ARP003923;XICLAV - B/10
ARP001603;FUROSEMIDE - B/100
ARP001447;FEBRIMAX - B/10
ARP003849;VINCCMET - B/30
ARP003357;SRO ZINC KIT - nan
ARP001344;EPCLUSA - B/28
ARP001104;DESLOR - B/30
ARP002024;KLAVMOX - B/12
ARP000758;CETAZONE - BOITE/1
ARP003162;ROIPAR VIT C - B/8
ARP002024;KLAVMOX - B/16
ARP002253;MEBENDAZOLE - FLACON/30 ml
ARP000883;CLOTRIMA V6 - B/12
ARP000829;CIPRONE - B/100
ARP000946;COMBIMAL - BOITE/50 BLISTER DE 3
ARP000817;CIPRO - B/16
ARP000817;CIPRO - B/14
ARP000754;CETAFF - B/30
ARP003160;ROIPAR GRIPPE - FL/100 ml
ARP000324;ARTEVINCC - B/6
ARP001175;DISLEP - BOITE/6
ARP003160;ROIPAR GRIPPE - B/4
ARP000744;CELOFEN - B/20
ARP002102;LEVITRA - BOITE/4
ARP000664;CAPETERO - B/60
ARP000639;CABERLEX - B/8
ARP000242;ANDROCUR - BOITE/20
ARP000639;CABERLEX - B/2
ARP001488;FINAWOOD - B/30
ARP000235;ANATERO - B/30
ARP002026;KLISUNATE - B/1
ARP002475;NEALGYL - BOITE/10
ARP001536;FLUCOWOOD - B/1
ARP000107;ALGIBREX - B/10
ARP000538;BIAKOF - FLACON/200 ml
ARP001783;HALOSPA-S - B/10
ARP000082;ALBENDAZOLE - B/100
ARP002243;MALWOOD P - B/12
ARP001777;HALEFLU - B/10
ARP000985;COXIWOOD - B/28
ARP003850;VINCISEPTIL OTICO - FLACON/5 ml
ARP001214;DOMPAWOOD - B/20
ARP003267;SERTRALINE ARROW - B/30
ARP001191;DOLCARE - B/10
ARP003300;SKINET CREME - T/50 G
ARP003267;SERTRALINE ARROW - B/28
ARP001218;DONORMYL - BOITE/10
ARP003868;VITAMIN E FORTE - B/20
ARP002873;PHLOROGLUCINOL - B/10
ARP002256;MEBENDAZOLE UBITHERA - BOITE/10 BLISTER DE 6
ARP001644;GEN-M - B/6
ARP002433;MYHEP - B/28
ARP000642;CAL-C-VITA CP - BOITE/10
ARP001747;GVIA M - B/60
ARP001780;HALOPERIDIOL BIOGALENIC - FL/20 ml
ARP000077;AKYNZEO - B/1
ARP000517;BETABIO - FL/30 ml
ARP003799;VASCOR-AM - B/30
ARP000245;ANGINOVAG SPRAY - FLACON/10 ml
ARP003076;RBC F - B/30
ARP003075;RBC - B/5 AMPOULES
ARP001333;ENOPRIN - B/1
ARP003075;RBC - FL/120 ml
ARP000714;CEFIXIRAP - B/8
ARP002071;LARITHER - BOITE/6
ARP000715;CEFIXIXRAP - FL/40ml
ARP003474;T-DOL P RAPID - BOITE/10
ARP003008;PYRANTEL-GH - B/25
ARP002864;PHARMENTIN XR - B/10
ARP003967;ZEPOTIL - FL/60ml
ARP002747;PALUCARE - B/6
ARP003569;TERIBU - B/100
ARP003569;TERIBU - B/20
ARP001971;JUVAMINE - BOITE/15
ARP001207;DOLOSTOP - B/8
ARP003567;TERDICLO P - B/20
ARP003567;TERDICLO P - B/100
ARP003576;TERPARA - B/16
ARP003576;TERPARA - FL/90 ml
ARP003565;TERCOX - B/10
ARP003581;TERZOL - FL/30 ml
ARP001257;DYLDES - FL/60 ml
ARP003449;SYNGAB - B/35
ARP001589;FRANCE LAIT 1 NOURRISSON - POT DE 900 G
ARP001592;FRANCE LAIT LF NOURRISSON - POT
ARP001082;DELPRIM - BOITE/3
ARP003564;TERCOLD - B/10
ARP000409;AZITHRO-GH - B/3
ARP002406;MOXILAND - B/16
ARP003561;TERCIPRO - B/10
ARP001318;EMEGEN - B/10
ARP003928;XORIMAX - BOITE/10
ARP003312;SOLEXIM N - FL/60 ml
ARP003204;SALBURAP - FL/200 ml
ARP003005;PYODINE SCRUB - FLACON/60 ml
ARP003815;VENTICORT - B/1
ARP002832;PEGASYS - B/1
ARP000185;AMLOSTAT - B/30
ARP003322;SOMAZINA - BOITE/5
ARP000661;CANSAAR PLUS - nan
ARP001383;ESORAP-D - B/30
ARP002263;MECOTEC - B/30
ARP000731;CEFTRIRAP - B/1
ARP000498;BECTACEF - B/1
ARP000402;AZIBACT - BOITE/3
ARP000406;AZIRAP - B/3
ARP003396;STRESAM - BOITE/24
ARP000625;BUPITROY HEAVY - B/5 AMPOULES
ARP001779;HALOPARA - B/16
ARP001724;GRIPPO - nan
ARP002670;ONCOFLUOR - BOITE/1
ARP000210;AMOXICILLINE UBIGEN - FLACON/60 ml
ARP001192;DOLEX - FLACON/10 ml
ARP003994;ZIOMYCIN - B/30
ARP000223;AMPICILLINE UBIGEN - BOITE/120
ARP003647;TRANTUM - B/20
ARP003379;STAYONG PLUS - B/30
ARP003361;STACEF - FL/10 ml
ARP002880;PHYSIOLAC 1 - POT DE 400 G
ARP002516;NEUTROPAR - FL/100 ml
ARP002510;NEURODOL R - B/30
ARP000765;CETRIX - BOITE/7
ARP002600;NYSTATINE UBIGEN - FLACON/30 ml
ARP001512;FLONIX - B/14
ARP002502;NEUFER PLUS - B/30
ARP002431;MYDELKA - B/28
;nan - B/5 AMPOULES
ARP003372;STARVAL-AM - B/28
ARP003341;SPASNO - B/6
ARP001473;FERRATE FA - B/1000
ARP001980;JUVAMINE FIZZ VITAMINE C /CALCIUM - BOITE/30
ARP001448;FEBSTAT - B/20
ARP002352;MEZACAR - B/30
ARP002069;LARFIX - B/10
ARP003245;SEKROL - FL/100 ml
ARP000493;BECASONE - FLACON/200 DOSES
ARP001576;FORTALINE - FL/100 ml
ARP001751;GYNEX FORTE - B/10
ARP002660;OMEPRAL - BOITE/7
ARP002377;MISODIA - BOITE/4
ARP002013;KETOPROFEN-GH - B/30
ARP001562;FLUSUM - B/1
ARP001361;ERTIVIX - BOITE/30
ARP001318;EMEGEN - FL/150 ml
ARP000524;BETAMETHASONE-GH - B/3
ARP000122;ALLERGYL - FLACON/60 ml
ARP001464;FEREMI - B/30
ARP001078;DEFNIL P - B/10
ARP001591;FRANCE LAIT AR NOURRISSON - POT DE 400 G
ARP001169;DIPARA - B/10
ARP001091;DERMAZOLE - T/15 G
ARP000828;CIPROMED - B/10
ARP002871;PHENYLEPHRINE AGUETTANT - B/10
ARP002333;METRONIDAZOLE - BOITE/1000
ARP001524;FLUCAVEX - B/8
ARP003116;RHINOMAXIL - FL/120 DOSES
ARP003038;QUINTANA - FL/60 ml
ARP002086;LECTOM - B/30
ARP002405;MOXIFLOX GH - BOITE/10
ARP001490;FIXIM - B/5
ARP001336;ENOXAMED - BOITE/30
ARP001489;FINISPA - B/10
ARP002176;LORATOL - FLACON/100 ml
ARP003848;VINCC-HB - B/30
ARP000151;AMADAY - BOITE/30
ARP001154;DICLOWAL - FL/30 ml
ARP002900;PIROXEN - BOITE/16
ARP003284;SIMDOL - B/100
ARP001972;JUVAMINE CALCIUM - TUBE/15
ARP003581;TERZOL - B/1
ARP003041;RABEPRAD - BOITE/30
ARP000820;CIPRODYNE - BOITE/10
ARP003577;TERPARA PLUS - B/16
ARP001889;INDAPRIL - BOITE/30
ARP003303;SMECTA FRAISE - BOITE/12
ARP003033;Q-WORM - B/1
ARP002683;OPTIFRESH - FLACON/10 ml
ARP002947;PREDNISOLONE - B/100
ARP003551;TERAMOX - B/12
ARP002809;PARAZOL - B/1
ARP002406;MOXILAND - B/1 FLACON
ARP002107;LEVODIA - BOITE/1
ARP002780;PARACETAMOL - B/100
ARP002540;NIFELAT RETARD - B/20
ARP003571;TERMENOR - FL/100 ml
ARP001593;FRIDIAL - FLACON/50 ml
ARP001796;HEMOGEN-L - T/30 G
ARP002333;METRONIDAZOLE - B/100
ARP003558;TERCARBO - FL/100 ml
ARP003553;TERAZYN - FL/30 ml
ARP000126;ALLOPURINOL GH - B/30
ARP001897;INDOZONE - B/1 FLACON
ARP000099;ALFA-GH - BOITE/30
ARP000646;CALCINID - BOITE/28
ARP002697;OROFER - BOITE/40
ARP003334;SPASLYS - B/30
ARP002310;METFORMINE - B/100
ARP003969;ZERODOL - BOITE/10
ARP000179;AMLODIPINE-GH - B/28
ARP001069;DAXOL POLYVITAMINE - FLACON/20 ml
ARP003358;SSB - nan
ARP000337;ASOMEX-D - B/30
ARP001238;DRILL - nan
ARP002191;LOXTRA - nan
ARP002867;PHENERGAN - nan
ARP003322;SOMAZINA - FLACON / 30 ml
ARP000763;CETRAXAL PLUS - nan
ARP001239;DRILL EDULCOREE - nan
ARP001242;DRILL TOUX SECHE ENFANT - nan
ARP002887;PICOT 1EME AGE - nan
ARP002561;NORMET - nan
ARP003124;RIBATRAN - B/20
ARP002197;LUKAGEN - nan
ARP003988;ZINCAT-OD - nan
ARP001065;DARTE-Q - nan
ARP003159;ROIPAR - nan
ARP001525;FLUCAZOL - B/10
ARP001327;ENDURANT - nan
ARP004012;ZOPRANOL - nan
ARP003404;SULBACEF - nan
ARP002073;LAROSCORBINE - nan
ARP004019;ZYNAVOR - nan
ARP000300;ARTECOM - nan
ARP000079;ALBACT - nan
ARP001715;GORPILS MIEL CITRON - nan
ARP001500;FLEMING - FL/60 ml
ARP001218;DONORMYL - nan
ARP002801;PARAFLAM - nan
ARP003601;TIAGAM - nan
ARP000637;C TRI - nan
ARP001953;IXADOL - nan
ARP001407;EVITOP - nan
ARP001101;DESCOVY - nan
ARP001774;HAEM UP - BOITE/5
ARP003381;STERIMAR - F/20ml
ARP003382;STERIMAR BB - F/50 ml
ARP001446;FEBRILEX PULS - nan
ARP000302;ARTEFAN - nan
ARP003494;TARAXET - nan
ARP001366;ERYLIK GEL - nan
ARP001344;EPCLUSA - nan
ARP002117;LEVOPREG - nan
ARP000023;ACIDE ACETYL SALICYCLIQUE UBI - nan
ARP003121;RHUMIX - B/10
ARP002021;KINAL CODEINE - nan
ARP000468;B-VIT FORT - B-VIT FORT 250MG/250MG/1MG CPR B/100
ARP003548;TENSOPLUS 5MG/2,5MG/10MG CPR B/30 - BOITE / 30
ARP002903;PLASMOCUR - nan
ARP000851;CLARITHROMYCINE-GH - nan
ARP000183;AMLOPERIN - nan
ARP000848;CLARISCAN - nan
ARP002331;METRODEX - nan
ARP002980;PROGESTERON-GH - B/30
ARP002982;PROGESTERONE-GH - B/15
ARP003400;STRUCTUM - nan
ARP003453;SYNTOCINON - BOITE/10
ARP000120;ALLERGUS - BOITE/15
ARP002909;PLUFENTRINE - BOITE/6
ARP001503;FLEXDOL - BOITE/10
ARP001064;DAPOX-GH - BOITE/4
ARP003547;TENSOPLUS 10MG/2,5MG/10MG CPR B/30 - BOITE/30
ARP003549;TENSOPLUS 5MG/2,5MG/5MG - BOITE/30
ARP003169;ROSUKAA - nan
ARP003546;TENSIONORME - BOITE/24
ARP003766;UROFAST 3 G SACHET I - BOITE/1
ARP003058;RANEXA - BOITE/60
ARP003657;TRES ORIX FORTE - FLACON/100 ml
ARP001075;DEFAL - BOITE/20
ARP001075;DEFAL - BOITE/10
ARP001176;DISLEP INJ - BOITE/6
ARP000471;BACK UP - BOITE/1
ARP003445;SYNALVIC - BOITE/20
ARP002692;ORELOX ENFANT ET NOURRISSON SP - FLACON/50 ml
ARP002949;PREGABALIN-GH - nan
ARP000522;BETAMED - BOITE/5
ARP002981;PROGESTERONE RETARD - FLACON/2ml
ARP003169;ROSUKAA - BOITE/30
ARP000816;CIPLOX - BOITE/10
ARP003381;STERIMAR - FLACON/20 ml
ARP002404;MOXIFLOX - BOITE/5
ARP000869;CLOFAINS - BOITE/10
ARP001019;CYCLO 3 FORT GEL - BOITE / 30
ARP001522;FLUCA - FLACON 5 ml
ARP002529;NEYROKS - BOITE/5
ARP002888;PICOT 2EME AGE - POT/900 G
ARP002780;PARACETAMOL - BOITE / 1000
ARP001651;GENES VIT PLUS - BOITE/12
ARP000496;BECOZYME - nan
ARP001624;GASEC GASTROCAPS - BOITE 28
ARP000070;AFUSIDIC - TUBE 15G
ARP002159;LOMAC - BOITE 1
ARP002159;LOMAC - nan
ARP000044;ACUPAN - AMPOULE INJECTABLE B/5
ARP003261;SERESTA - nan
ARP001539;FLUDALT DUO - nan
ARP001650;GENES VIT MULTI - nan
ARP002792;PARACETAMOL UBI - nan
ARP000974;COTRIMOXAZOLE UBI - nan
ARP002593;NURSIE AR2 - nan
ARP001241;DRILL TOUX SECHE ADULTE 15 MG/5 ML - FL/100 ml
ARP001242;DRILL TOUX SECHE ENFANT - FL/100 ml
ARP003322;SOMAZINA - B/5
ARP000121;ALLERGUS SP - FLACON / 150 ml
ARP003288;SIMVASTATINE NOVARTIS ACCESS - nan
ARP002279;MEGAMYLASE - nan
ARP000520;BETADINE ALCOOLIQUE - nan
ARP003919;XELODA 500 MG BOITE 120MG - nan
ARP000824;CIPROFLOXACINE UBIGEN - nan
ARP000183;AMLOPERIN - BOITE / 100
ARP002242;MALTOFER FOL - BOITE/30
ARP001064;DAPOX-GH - nan
ARP003107;RHINATHIOL - nan
ARP000585;BLEDSTOP - nan
ARP002493;NETADOX DT - nan
ARP002262;MECLON - nan
ARP001117;DEXPURE - BOITE / 30
ARP001313;ELUDRIL PRO - nan
ARP001568;FOLIGRAF - nan
ARP002395;MONTEC - nan
ARP002867;PHENERGAN - BOITE / 20
ARP003217;SANMOL - nan
ARP002203;LUTTAGEN - nan
ARP002201;LUMIRELAX - nan
ARP002787;PARACETAMOL KABI - F/ 50ml
ARP000302;ARTEFAN - B/16
ARP000837;CITRATE DE BETAINE CITRON UPSA - 2G SS CPR EFFV T/20
ARP000072;AIRLIX - nan
ARP003774;UVESTEROL - nan
ARP003338;SPASMOMEN - nan
ARP001647;GENEM - nan
ARP000173;AMLIBON - BOITE / 90
ARP002637;OFLOXACIN-GH - nan
ARP003153;ROCEPHINE - B/1 FLACON
ARP001849;HYDROXYZINE ARROW - nan
ARP001862;IBUMOL - BOITE/10
ARP002102;LEVITRA - nan
ARP000496;BECOZYME - BOITE 12
ARP001854;HYTACAND - BOITE/30
ARP002019;KINAFON - nan
ARP000950;CONCOR AMLO - nan
ARP000761;CETRAXAL - nan
ARP001076;DEFAL GOUTTE - nan
ARP001810;HERTRAZ - nan
ARP000049;ADEX LP - nan
ARP002532;NICARDIPINE MEDIS - nan
ARP000679;CARBOSYLANE - B/96
ARP000044;ACUPAN - nan
ARP002435;MYNOCINE - nan
ARP000521;BETADINE SCRUB - nan
ARP003491;TANAGEL - B/20
ARP001932;IPPROTON - BOITE/16
ARP001932;IPPROTON - BOITE/8
ARP004013;ZOPRAZIDE - BOITE / 30
ARP000893;CO-ANGINIB - nan
ARP002906;PLENCOXIB - BOITE / 20
ARP002863;PHARMATRIL - nan
ARP001092;DERMIA-D - nan
ARP001022;CYSTINE B6 BAILLEUL - nan
ARP003843;VIFEX - nan
ARP003423;SUPERSTAT - nan
ARP000210;AMOXICILLINE UBIGEN - FLACON / 60 ml
ARP002486;NEOCIP - nan
ARP002200;LUMFORT - nan
ARP002666;OMIZEC - nan
ARP003740;UMBIPRO - nan
ARP002398;MOPRAL - BOITE DE 14
ARP001773;HACTOSEC - FLACON/150 ml
ARP000210;AMOXICILLINE UBIGEN - B/120
ARP000950;CONCOR AMLO - BOITE / 30
ARP003155;ROCIN - nan
ARP000477;BACTOX - BOITE / 100
ARP000331;ASCABIOL EMULSION EXTERNE - FLACON/125ml
ARP000891;CO-AMOXICLAV - nan
ARP003396;STRESAM - B/60
ARP001517;FLOXO-OZ - BOITE/10
ARP000038;ACTISOUFRE - FLACON / 100ml
ARP000031;ACLOP - BOITE / 10
ARP004011;ZOPAN - nan
ARP000590;BONCIPRO - nan
ARP003138;RINASAN - FLACON/10 ml
ARP002122;LEXOMIL - B/30
ARP000336;ASMOCID - nan
ARP003660;TRIACEPHINE - B/1
ARP003660;TRIACEPHINE - nan
ARP001695;GLUCOSE - nan
ARP002703;ORTHOMAX - nan
ARP001605;FUSIBACT - nan
ARP000365;ATORVASTATINE - nan
ARP000141;ALUKON - nan
ARP002044;LACTATE DE SODIUM - nan
ARP000138;ALRINAST - nan
ARP002569;NOSIL - nan
ARP001096;DERMOLINE - nan
ARP002845;PERINAM DENK - nan
ARP002505;NEUMOTROPIO - nan
ARP000717;CEFOLAC - B/8
ARP003482;TAHOR - B/28
ARP001583;FOSMOL - nan
ARP000803;CICLOVIRAL - BOITE / 25
ARP001505;FLEXPRO - B/20
ARP002531;NICARDIPINE ARROW - nan
ARP002263;MECOTEC - BOITE/10
ARP000759;CETEN-L - nan
ARP000101;ALFAPROXINE - nan
ARP002330;METRIS - nan
ARP003638;TRACTOCILE - nan
ARP002396;MONTELUKAST ARROW LAB - BOITE DE 28
ARP003640;TRAMADOL - BOITE / 10
ARP002116;LEVOPLANT - nan
ARP000949;CONASEC - TUBE / 15 G
ARP002859;PHARMAKION - nan
ARP002048;LACTIV - nan
ARP000917;COBOLMIN - nan
ARP001889;INDAPRIL - nan
ARP001528;FLUCOGEN - FLACON/100 ml
ARP000706;CEFDIA - nan
ARP003088;REPOITIN - nan
ARP003572;TERMIQUIN - nan
ARP002179;LORODES - nan
ARP000711;CEFIXIM-GH - nan
ARP002273;MEFENAL - BOITE/20
ARP000613;BRULEX - nan
ARP000652;CALMACIDE - B/24
ARP002796;PARACETAWAL - FLACON / 100 ml
ARP000840;CITROSYL - nan
ARP002028;KYTRIL - COMPRIMES BOITE DE 10
ARP000795;CHONDROFLEX - BOITE / 20
ARP001257;DYLDES - nan
ARP002064;LAMNET - nan
ARP000357;ATAZOR R - nan
ARP002839;PENTASA XTEND - nan
ARP001525;FLUCAZOL - BOITE/10
ARP001557;FLUOXINE - nan
ARP002399;MORCET - nan
ARP003951;ZANEXTRA - BOITE / 10
ARP003951;ZANEXTRA - BOITE / 30
ARP000947;COMBINATION - nan
ARP001517;FLOXO-OZ - nan
ARP002028;KYTRIL - nan
ARP003167;ROSEB - nan
ARP003287;SIMVASTATIN VIR - BOITE / 28
ARP001106;DESLORATADINE BIOGARAN - nan
ARP002978;PROGERING - nan
ARP001926;IOPAMIDO-M - nan
ARP000617;BSV HUMOG - nan
ARP003099;REUMOXICAM - nan
ARP002423;MUSCUREL - nan
ARP003140;RINGER LACTATE - nan
ARP000803;CICLOVIRAL - nan
ARP001126;DIAMIN PLUS - nan
ARP002802;PARAFUSIV - nan
ARP003287;SIMVASTATIN VIR - nan
ARP001405;EVIDAN - nan
ARP000885;CLOTRIMAZOLE UBIGEN - nan
ARP003733;ULCIZONE - BOITE / 14
ARP000992;CROFORMIN - nan
ARP002527;NEXFIL - nan
ARP000733;CEFUROXIME SP - nan
ARP002247;MASOVEL - nan
ARP003233;SEA-POIETIN - nan
ARP003642;TRAMAPA FORT - nan
ARP000079;ALBACT - BOITE / 10
ARP001904;INIGSAT - nan
ARP001605;FUSIBACT - TUBE/15
ARP000365;ATORVASTATINE - B/30
ARP000141;ALUKON - BOITE / 28
ARP000336;ASMOCID - B/20
ARP000141;ALUKON - B/28
ARP003924;XOLA - nan
ARP003556;TERBINOL - nan
ARP001354;ERECTAD - nan
ARP000601;BRIMO - FLACON /5 ml
ARP003992;ZINNIA-F - nan
ARP002696;ORNILOX - nan
ARP000892;CO-AMOXICLAV SP - nan
ARP000476;BACTOCLAV - nan
ARP000707;CEFEXOL - nan
ARP002420;MULTICAL PLUS - nan
ARP002518;NEUTROPINE INJ - nan
ARP003051;RAMIPRIL HCTZ - B/30
ARP000601;BRIMO - nan
ARP000873;CLOMIGEN - nan
ARP002146;LITACOLD NUIT MAX - nan
ARP003521;TELMIDIPINE - nan
ARP002148;LITACOLD SOMMEIL - nan
ARP003847;VILDAMET - nan
ARP000305;ARTEGEN - AMPOULE B/1
ARP002305;METAGEN - nan
ARP000678;CARBOSOL - 0,1% COLLYRE FL/10ml
ARP003476;TACIP - nan
ARP003929;XYKAA - nan
ARP003930;XYKAA EXTEND - nan
ARP003934;XYKAA RAPID - B/20
ARP000895;CO-ARTESIANE - FLACON/6O ml
ARP003232;SEA-MOX - BOITE / 5
ARP003346;SPIROMIDE - BOITE / 20
ARP003233;SEA-POIETIN - B/1
ARP003346;SPIROMIDE - B/20
ARP000004;A-CERUMEN - B/10
ARP000726;CEFTAZIDIME SP - B/1
ARP004003;ZOLADEX - B/1
ARP000729;CEFTRIAXONE SP - B/1
ARP000315;ARTESIANE - B/5
ARP003172;ROSUVAS - nan
ARP002155;LODOZ - B/30
ARP002200;LUMFORT - BOITE / 10
ARP000114;ALGOPET - BOITE / 15
ARP001405;EVIDAN - FLACON/ 200 ml
ARP003644;TRANSIC - BOITE / 10
ARP003483;TALADOL - B/10
ARP000181;AMLONG - B/30
ARP001470;FEROX - B/ 30
ARP002795;PARACETAMOL-GH - B/100*10
ARP002999;PULMOCEF - B/10
ARP000013;ACEFYL SP - FLACON/120 ml
ARP002385;MOMETASONE ARROW - 50µG/DOSE
ARP000088;ALCOF-C - FLACON/100 ml
ARP000362;ATORFIT - BOITE / 30
ARP002438;MYOREXIL - nan
ARP003209;SALIDOL - BOITE / 20
ARP000517;BETABIO - BOITE / 20
ARP000713;CEFIXIME SP - nan
ARP001903;INIGAST - nan
ARP003210;SALIFEN - nan
ARP003266;SERGIFLEX - nan
ARP001717;GRAMOCEF O - FLACON/100 ml
ARP003622;TOLADOL P - nan
ARP000468;B-VIT FORT - B-VIT FORT 250MG/250MG/1MG CPR B/20
ARP000325;ARTHEPA - nan
ARP000042;ACUIGEN - nan
ARP000212;AMOXICILLINE-GH 500MG - B/120
ARP002155;LODOZ - nan
ARP000476;BACTOCLAV - BOITE DE 12
ARP001717;GRAMOCEF O - BOITE/10
ARP002308;METFORMIN VIR - nan
ARP003574;TEROMEP - BOITE/ 30
ARP003576;TERPARA - BOITE / 8
ARP001954;IXINE - nan
ARP001613;France LAIT PREMIUM 1 - nan
ARP000065;AFINE SP - FLACON / 100ml
ARP002012;KETONEX - TUBE DE 30G
ARP003175;ROVATOR - nan
